iter,a,ap,b,bp,S,E_ab,E_abp,E_apb,E_apbp,E_ab_theo,E_abp_theo,E_apb_theo,E_apbp_theo,S_theo
10,41.139249706990114,7.034418363033325,27.106417638849443,115.98718907825094,1.5584169453734673,0.8615384615384616,-0.8205128205128205,0.7565217391304347,-0.7608695652173914,0.8824089727165095,-0.8633592579473285,0.7644265402747683,-0.7890246698100476,1.572500924853997
11,50.66809384037357,96.35592159067738,43.364452224737114,40.39939510310549,2.020587142326273,0.9846153846153847,0.9316239316239316,-0.28695652173913044,-0.391304347826087,0.9676771205228853,0.9364434062082879,-0.2753511036078184,-0.37319915013170724,2.001968573255062
12,49.5683896105282,90.15011965578809,87.27813757299978,69.31334747877835,1.3102935711631367,0.24615384615384617,0.811965811965812,0.991304347826087,0.7391304347826086,0.25174006311448793,0.7717365234928325,0.9949790670597715,0.7469452649007793,1.2715103887663126
13,29.052250495243875,157.41814164745068,29.66103307650041,165.27786301614154,-0.16480862133036045,1.0,0.05982905982905983,-0.2608695652173913,0.9637681159420289,0.9997742161767171,0.042768898283102506,-0.25013976412747146,0.9625998655039547,-0.1701965151716065
14,87.19018214331518,74.78357240886001,85.97684514799413,20.712370068667042,1.644630248978075,1.0,-0.6495726495726496,0.9391304347826087,-0.35507246376811596,0.9991032266596044,-0.6814317186866385,0.9246354932395282,-0.3113798224001036,1.5536868236125976
15,35.99897178289713,105.62142889179549,12.624164094538736,69.35510206449945,-0.2066889632107024,0.6076923076923076,0.41025641025641024,-1.0,0.2246376811594203,0.6851878798234854,0.39534895774246376,-0.9945318708562711,0.30016221426117723,-0.21415724755149917
16,55.004135970570395,74.75880286587348,50.21240702329969,136.65362566904224,1.240096618357488,0.9846153846153847,-0.9401709401709402,0.6521739130434783,-0.5434782608695652,0.9860441444817509,-0.9578173759738405,0.6548359015743809,-0.5561454323484823,1.2392081024307737
17,75.41683056427792,86.28327241871871,59.20427734908023,74.4227758616992,1.4520624303232998,0.823076923076923,1.0,0.5565217391304348,0.927536231884058,0.8440930505739911,0.9993980481914038,0.5855521981154056,0.9155152586323978,1.5135280382484027
18,15.065785352817231,13.081702847354649,74.26765040781217,148.3497270861937,-1.145782237086585,-0.5076923076923077,-0.05982905982905983,-0.5565217391304348,0.021739130434782608,-0.47568147556013607,-0.05986591683345555,-0.535412568538935,0.009355674398828654,-1.0803156353313552
19,88.99752410044385,117.45302837305866,76.91639434076522,31.330038442622367,1.5610553697510219,0.8923076923076924,-0.452991452991453,0.12173913043478261,-1.0,0.9123899327960477,-0.42790960373327486,0.15517131228407371,-0.9908564331775994,1.630508074524446
20,54.395965979978094,173.39275397820558,49.78874550033074,46.449995842358646,1.859568933481977,0.9923076923076923,0.9658119658119658,-0.41739130434782606,-0.3188405797101449,0.9870959368991755,0.9617798375301934,-0.38738659347076765,-0.2775575185977228,1.839046699556324
21,17.15222836128296,78.32599238230323,85.00814827894344,44.32532738304428,0.5533259011519881,-0.7230769230769231,0.6068376068376068,0.9739130434782609,0.30434782608695654,-0.7158370418265702,0.5828862323195456,0.9729200398655142,0.37458507073229774,0.46538415962619195
22,25.178431408233784,36.3358014097538,22.268727222996002,144.2461471767754,2.1135637309550352,1.0,-0.5299145299145299,0.8608695652173913,-0.782608695652174,0.9948464199439689,-0.5279132321857781,0.881845985548448,-0.8108525171831445,2.159631690489783
23,32.85549618869694,31.088060991150257,38.660074769895495,95.41176855555047,1.9800817539947975,0.9846153846153847,-0.5726495726495726,0.9739130434782609,-0.5942028985507246,0.9795431002857106,-0.5751843696096908,0.9652721674578036,-0.624526130362105,1.9941570284959285
24,74.1327360372213,96.64113518582471,49.73294924032343,94.18986731098556,0.3012263099219621,0.5846153846153846,0.7948717948717948,-0.0782608695652174,1.0,0.6586950597168167,0.7647610365471372,-0.06655901287735273,0.9963415149029193,0.36055556848368187
25,9.32047120112004,166.8604592029403,21.582281894991162,167.20371860337787,0.9924191750278706,0.8923076923076924,0.7435897435897436,0.3565217391304348,1.0,0.9097902275558327,0.7165027996906328,0.35112849774621185,0.9999282165356441,0.9774933084570333
26,51.89543526727483,169.73119784703343,24.104778165007648,140.4683365677939,-0.6246376811594203,0.5,-1.0,0.3826086956521739,0.5072463768115942,0.5652360665300316,-0.9987594823736362,0.36248422465488334,0.5221157249529154,-0.5931549161416367
27,54.2273785542211,107.54686061277732,0.8066767430522215,81.83435978091686,-1.1917502787068002,-0.33076923076923076,0.5897435897435898,-0.8347826086956521,0.6159420289855072,-0.289723508759533,0.5705134442464319,-0.8340748929870515,0.6235385119946544,-1.176823469494807
28,65.84043894402853,130.29803296408954,50.56040870489755,15.846261292075724,0.4008547008547009,0.8461538461538461,-0.1452991452991453,-0.9304347826086956,-0.6304347826086957,0.8610966584847483,-0.17344802344098578,-0.9365208140676663,-0.6573286419012396,0.40845646287733584
29,41.42565933446172,162.2762900519449,46.38710463679636,93.11179404808661,0.8684875510962468,0.9846153846153847,-0.23931623931623933,-0.6086956521739131,-0.7318840579710145,0.9850405590397842,-0.23127706276876436,-0.6187050124415365,-0.7469746972307668,0.8820331810602501
30,50.13284726652867,94.01193161479227,5.824883372664942,127.17461353391074,-2.188888888888889,0.007692307692307693,-0.8632478632478633,-1.0,0.3333333333333333,0.024154267857327424,-0.8994321999508816,-0.9979982387362545,0.4015423894896414,-2.27481856031945
31,86.74993893432793,5.526225571393979,33.21064801171151,128.13431744599578,0.7629505759940542,-0.33076923076923076,0.1111111111111111,0.5478260869565217,-0.43478260869565216,-0.2936830127124795,0.12587420791816722,0.568291249230207,-0.41919565515456186,0.8196780995904567
32,31.928589108041212,137.91278185795815,55.33663649924868,89.82470512552848,-0.7235600148643628,0.6076923076923076,-0.452991452991453,-0.9652173913043478,-0.08695652173913043,0.6843423065724986,-0.4351090332454903,-0.9666103478373418,-0.10758558018262224,-0.6097914943277112
33,8.94816491309048,66.54088331430104,35.35349601592789,126.51434371996321,0.9455221107395021,0.5384615384615384,-0.5726495726495726,0.48695652173913045,-0.4927536231884058,0.6044508776686623,-0.5716826040025618,0.4636861558139162,-0.49919749390185686,0.9956519233818737
34,19.354515607937408,78.24588377234699,89.73593811934911,21.035055485661587,1.5806020066889632,-0.7846153846153846,1.0,0.9304347826086956,-0.43478260869565216,-0.7745344695251399,0.9982798836255393,0.9206404476272816,-0.41344861915990594,1.5578344808875868
35,36.707833749707554,11.781180452472228,5.8744069328734305,75.70616103959904,2.1630248978075066,0.43846153846153846,0.17094017094017094,0.9739130434782609,-0.5797101449275363,0.47459749748093816,0.2079688031300193,0.9788190102647497,-0.6135958254402675,2.2749811363159744
36,31.642147834531574,131.70093483492698,1.9934859802043858,174.50887262955658,0.46012634708286887,0.46923076923076923,0.27350427350427353,-0.21739130434782608,0.06521739130434782,0.510583081136546,0.27116242454665757,-0.18369576736605214,0.07644276050932533,0.5216069778078262
37,84.82483394572697,26.16488342969501,18.051623571803475,163.78577222647513,-0.7041248606465997,-0.7153846153846154,-0.8974358974358975,0.9739130434782609,0.06521739130434782,-0.6889420443156526,-0.9266722125372656,0.9601644500098064,0.09135871168358961,-0.7468085185267015
38,48.355412697067834,66.37725212655442,61.71580824320594,116.41353842882938,1.3356373095503529,0.8846153846153846,-0.6837606837606838,0.9826086956521739,-0.15217391304347827,0.8932082837734003,-0.7207477602597029,0.9867910822949795,-0.1748954259635752,1.3341470317722521
39,62.2752146032495,9.45322916617505,42.61657241320471,123.04840890982337,1.284764028242289,0.7307692307692307,-0.5213675213675214,0.40869565217391307,-0.6666666666666666,0.7736491029270661,-0.5231887198862863,0.4015212474818149,-0.6795647510676415,1.3315463815902362
40,28.289162324446888,61.76007430226336,59.02840898576566,69.42089450334782,0.5848011891490154,0.4461538461538462,0.1111111111111111,0.991304347826087,0.9637681159420289,0.4774886014768259,0.1346180756672087,0.9954573359006588,0.9644576857944123,0.643106327250281
41,29.70933942058653,131.25715323280963,87.07717771818415,74.89893252159268,-0.03965068747677447,-0.46153846153846156,-0.008547008547008548,0.017391304347826087,-0.41304347826086957,-0.418432697224419,-0.0066179993931980464,0.028620345722988466,-0.3861707551532956,-0.01025959574133306
42,24.689399752537625,64.15988703118832,40.77080223606765,178.80195959992986,2.75570419918246,0.823076923076923,0.6239316239316239,0.6782608695652174,-0.6304347826086957,0.846538918175607,0.6187528723777971,0.684824802413022,-0.6523081694558257,2.802424762422252
43,24.74000636355751,150.86214813444215,2.9709799801089343,71.7879371229756,1.9420289855072466,0.676923076923077,-0.07692307692307693,0.4434782608695652,-0.8985507246376812,0.7249170430807235,-0.07142539887646245,0.4349535198054644,-0.9281511433415615,2.016596307351287
44,19.335940537781475,100.31042150513537,37.096744736955856,70.09069185872674,-0.424563359345968,0.8,-0.17094017094017094,-0.5826086956521739,0.47101449275362317,0.8138964554890155,-0.19953045452738044,-0.5938030827246581,0.4933429330477678,-0.4727800148107909
45,71.07155036682617,167.403175284484,52.49264389063784,149.44414126724155,-1.5509476031215161,0.7769230769230769,-0.8974358974358975,-0.6260869565217392,0.8043478260869565,0.7969748701390112,-0.9187580115316135,-0.6451768612432904,0.8098566895896945,-1.576816692225587
46,68.34675824535444,12.8339678067384,11.707989947309013,11.01142820181812,-0.8905982905982905,-0.4461538461538462,-0.4444444444444444,1.0,1.0,-0.395185385753901,-0.4174017919082459,0.9992276955745348,0.9979770171673661,-0.8113364992549782
47,55.668137264205484,104.1361216520823,86.08440197432185,106.81703278315157,0.04856930509104407,0.45384615384615384,-0.19658119658119658,0.7913043478260869,1.0,0.4873639829685324,-0.2129927174319908,0.80795451411742,0.9956244505191053,0.08670132913485629
48,8.042294667148909,68.29232587754286,54.65029932442644,102.09049999481623,-0.47294685990338153,-0.03076923076923077,-0.9914529914529915,0.8608695652173913,0.3115942028985507,-0.05610048238616818,-0.9900324826558805,0.8887448522397744,0.38112930182341576,-0.5385174146256901
49,75.95543845021602,100.21338682304695,9.854475200226137,12.7208328071495,-1.281196581196581,-0.7,-0.5811965811965812,-1.0,-1.0,-0.671745497584923,-0.5943907368082098,-0.9999215208852831,-0.9961720114558981,-1.2698857438225177
50,38.22763214010169,164.19114142837833,28.729259112400666,34.419177317107575,2.151542177629134,0.9615384615384616,0.9914529914529915,0.017391304347826087,-0.18115942028985507,0.9455370637563999,0.9911764643881995,0.016122035852692798,-0.1814816182179386,2.1343171822152307
51,74.05483002305405,2.786075198965875,89.70264671605746,12.600187568122777,-1.663768115942029,0.8384615384615385,-0.5384615384615384,-1.0,0.9637681159420289,0.8544984211334735,-0.5433105051043311,-0.9942132704172049,0.9418920901442598,-1.6249174445323222
52,81.26112232766755,29.60349259994439,6.136237208558786,171.5935474372118,-1.3630992196209588,-0.8384615384615385,-1.0,0.6782608695652174,0.2028985507246377,-0.868196824604559,-0.9999326763739825,0.6828338534644492,0.24158504124844082,-1.426880688762533
53,11.313151242225757,74.24430814363059,70.44121519377649,100.13641567214339,-1.132329988851728,-0.5076923076923077,-1.0,0.991304347826087,0.6159420289855072,-0.4734138775789999,-0.9991565071022613,0.9912012555037626,0.6186248748529861,-1.0999940040304848
54,6.101240150549927,155.43140448372225,88.02295186219018,41.50780096426837,-0.6693794128576738,-0.9615384615384616,0.36752136752136755,-0.7130434782608696,-0.6376811594202898,-0.960504852123888,0.32865036119331237,-0.7048435396623571,-0.6711099989629472,-0.6655880316299856
55,54.29150253387245,138.73937019429732,25.50493079571207,51.35674221413214,1.7737272389446304,0.46923076923076923,0.9914529914529915,-0.6869565217391305,-1.0,0.536222501951408,0.994757358422504,-0.688748473883606,-0.9958292561116495,1.8380606426019555
56,4.0319251703934045,89.61788990791699,65.3603860116595,50.432870587727166,-0.11181716833890754,-0.5692307692307692,-0.05128205128205128,0.6608695652173913,0.15217391304347827,-0.5396074708266525,-0.04888273166055696,0.662423847475804,0.2015901374041881,-0.12765649241559365
57,17.059026864520213,138.79954444652748,47.12468007561565,113.23060621262749,-2.145856558900037,0.46153846153846156,-0.9914529914529915,-1.0,0.6159420289855072,0.4980139928561988,-0.9768848297050057,-0.9982914790314941,0.6274484479969273,-2.1046107638772282
58,36.84945187071346,69.04495433561155,89.79542979276195,137.69961326467057,0.28372352285395763,-0.3,-0.8974358974358975,0.7565217391304347,-0.7246376811594203,-0.27382419039237055,-0.9291304884726092,0.7489447234556007,-0.7350248727094766,0.28101491730009764
59,58.12237016581127,177.31998717760032,67.55383595394119,152.52301531830233,-1.4483091787439615,0.9692307692307692,-0.9914529914529915,-0.7739130434782608,0.6521739130434783,0.9462947243840376,-0.9882249359441745,-0.7712658500124544,0.6482003936032502,-1.4613964551758416
60,12.2617891999888,22.123032153371824,0.6905745841458066,173.16304599508038,1.9050167224080266,0.9076923076923077,0.8205128205128205,0.7130434782608696,0.5362318840579711,0.919530707817079,0.7858840222581255,0.7329595983618177,0.5311032552062626,1.9072710732307594
61,3.819893242060707,69.14526462949966,19.593813546152237,72.99800479784484,-1.0809364548494982,0.8384615384615385,-0.717948717948718,-0.20869565217391303,0.9927536231884058,0.85220359335183,-0.74729059889539,-0.15820808189539387,0.9909703794138179,-1.0442654668527718
62,5.862994458017267,94.00436373448773,79.99157186741918,68.7596741543125,-1.1729840208101077,-0.8307692307692308,-0.5726495726495726,0.8608695652173913,0.6304347826086957,-0.8504179294055657,-0.5848636683859286,0.882737876216684,0.636221244333751,-1.1887649659085615
63,41.619532145180564,1.4133472493818147,42.47245968331296,61.130922493279286,2.4103678929765886,1.0,0.8205128205128205,0.10434782608695652,-0.4855072463768116,0.9995568232961262,0.7768956834101824,0.13712947392680097,-0.49143814368223787,2.4050201243153473
64,62.554706892399196,101.75375747655816,38.97690180762701,150.33881878026705,-0.850873281308064,0.6,-0.9914529914529915,-0.5826086956521739,-0.12318840579710146,0.680009556547881,-0.9970100505390873,-0.581465884640531,-0.12481586953397532,-0.773650509097762
65,43.359148966958756,25.41332079476541,31.58095494782147,148.9126018578901,1.488628762541806,0.9076923076923077,-0.8205128205128205,0.9739130434782609,-0.427536231884058,0.9166671986742588,-0.8562048213259611,0.9769142589008639,-0.3907542290165298,1.4281308652656914
66,46.12923557792081,166.06947991701298,85.78882910957564,88.32405782953168,0.23311036789297668,0.17692307692307693,0.10256410256410256,-0.9304347826086956,-0.8840579710144928,0.18533755013457257,0.0977627730909417,-0.942998096465939,-0.9098949915716856,0.24999721833126087
67,72.29298892394297,6.844235555092951,66.79784121969529,165.50533982977848,-1.2546636937941287,0.9846153846153847,-0.9914529914529915,-0.5304347826086957,0.717391304347826,0.9816594880361481,-0.993719769433958,-0.49859684467672116,0.7351774029706286,-1.2458345290451596
68,43.40530795068855,30.671773051899407,46.015051765853656,101.55739526516629,2.142809364548495,1.0,-0.46153846153846156,0.8434782608695652,-0.7608695652173914,0.9958535147592726,-0.4431365085640724,0.8599720300511482,-0.7855464277602127,2.198235464006561
69,52.06500210209315,152.60180471856674,3.691381368389608,28.93864338336731,1.494871794871795,-0.12307692307692308,0.717948717948718,0.48695652173913045,-0.41304347826086957,-0.11748958556780242,0.6914787945598474,0.46670845855272347,-0.38548217168656146,1.42617983923133
70,10.404781756324688,92.24307005574772,18.59922364123852,168.3362664147234,1.7538461538461538,0.9769230769230769,0.7435897435897436,-0.8434782608695652,-0.8768115942028986,0.9593687349106433,0.7176763742563792,-0.8413947185580074,-0.8844701872326636,1.7201205778416788
71,7.100367719282864,8.303534496331164,3.8502902408805917,30.57103756444995,1.9891118543292459,1.0,0.7094017094017094,0.9826086956521739,0.7028985507246377,0.9935715495141334,0.6827467737847823,0.9879423391206649,0.7128220798868422,1.9514385825327385
72,43.19972553994794,41.78565720524969,72.0611935051073,174.92458339300816,0.9460795243403939,0.46923076923076923,-0.08547008547008547,0.5043478260869565,-0.057971014492753624,0.5340139419327186,-0.11407515504031193,0.4916475425427203,-0.06491804667525736,0.9765043761103843
73,62.079085916413334,134.2731245029036,24.027935927457396,70.600054168769,1.0179115570419919,0.24615384615384617,0.9572649572649573,-0.7652173913043478,-0.5797101449275363,0.24018907560091843,0.9560905041791797,-0.7605150299347277,-0.6066288037277211,1.0423933535730916
74,49.616951513343004,70.32443066475466,67.17182501319091,163.91751792895167,2.183612040133779,0.8076923076923077,-0.6153846153846154,0.991304347826087,-1.0,0.8180518872822495,-0.6612970342724064,0.9939509705256282,-0.9921449153401828,2.142850738875654
75,16.922002873285308,87.25795625219168,64.13026812048913,129.34854140986496,-0.1303604607952434,-0.05384615384615385,-0.6837606837606838,0.6869565217391305,0.07971014492753623,-0.07700668616918335,-0.7089176803966257,0.69144527080078,0.10138324931029946,-0.19586234507532857
76,40.654160423369134,112.85610693634835,37.684781019279896,6.157187628667543,1.319397993311037,1.0,0.38461538461538464,-0.8695652173913043,-0.8043478260869565,0.9946330535837354,0.35846659842710077,-0.8690001005602935,-0.8348686286075684,1.318968180058111
77,38.58773675165553,70.39746483428675,61.444836884052094,36.23143132192121,2.299888517279822,0.6230769230769231,1.0,0.9739130434782609,0.2971014492753623,0.6982378857112113,0.996619327928139,0.9515662052022711,0.36922668696862104,2.2771967318730004
78,73.38849365484643,58.32562162659701,7.935666449350811,58.24252521547346,-1.0293571163136381,-0.6923076923076923,0.8803418803418803,-0.21739130434782608,1.0,-0.6548154042633274,0.8634665432274756,-0.18703688324404436,0.9999957932281323,-0.9783815375080284
79,13.78188345753774,163.7603624341425,22.26502981564452,151.81758406887568,0.3519509476031214,0.9769230769230769,0.10256410256410256,0.2,0.927536231884058,0.9564765936398887,0.10576774146755531,0.22479230469899647,0.9143560553321309,0.3726805844743094
80,72.31178891656121,8.056730055363431,59.42740702024999,4.023200273051458,-1.0189892233370494,0.8923076923076924,-0.6837606837606838,-0.23478260869565218,0.9927536231884058,0.9005559145647469,-0.726300924747132,-0.2205502510192691,0.9901045008979125,-1.0363997620995666
81,67.6948313883709,57.34151491873695,0.4687784067431111,33.85833413227062,-1.4273132664437012,-0.7230769230769231,0.41025641025641024,-0.4260869565217391,0.6884057971014492,-0.7003128072833665,0.3798922007884459,-0.40267436925907435,0.6824276212140064,-1.4055225969680014
82,79.65404992982171,170.17835262123077,25.908093316686003,77.44066787611514,1.9832775919732442,-0.3384615384615385,1.0,0.3217391304347826,-1.0,-0.3005711881100195,0.9970168063182041,0.3179752155032238,-0.9954373088981718,2.0098581426095805
83,9.654197650156497,45.488308078730945,89.2049581196105,120.98250026959555,-0.7494611668524711,-0.9384615384615385,-0.7008547008547008,0.034782608695652174,-0.855072463768116,-0.9342139437417952,-0.7354280098782271,0.0447823827332946,-0.8745214033325831,-0.7503381675541448
84,53.12407306753265,100.87523881888859,22.823227626891715,65.23067317030952,0.23403939056112963,0.46153846153846156,0.9145299145299145,-0.8956521739130435,0.2463768115942029,0.49087804262235624,0.9120256510082416,-0.9142823954782004,0.3207926655382442,0.1678286326141532
85,39.078791262652814,105.68385274541977,12.488057079342369,174.69587132989426,0.28959494611668524,0.5307692307692308,0.03418803418803419,-1.0,-0.7246376811594203,0.5992825541462574,0.021538492187561622,-0.9937842675208479,-0.7434254789228375,0.37046225773580865
86,51.57557837709614,123.87859766662143,42.82280195418207,34.772878003948165,1.8924934968413227,0.9769230769230769,0.8547008547008547,-0.9391304347826087,-1.0,0.9536878032336918,0.83286907387701,-0.9516565652704995,-0.9995128117249714,1.8344131235651737
87,63.7204698999555,6.117825904748145,52.6365496490446,22.61734269134081,0.145782237086585,0.9230769230769231,0.1111111111111111,-0.06956521739130435,0.8188405797101449,0.9260825168793221,0.13560742141982235,-0.05298863127948802,0.8386797544323975,0.17002155258725893
88,70.14823613183992,4.289966390050125,86.95562361800526,54.583651371292774,0.911668524712003,0.8153846153846154,0.8803418803418803,-0.9652173913043478,-0.18115942028985507,0.8327785088798857,0.8560040043659422,-0.9674062972626182,-0.18373467206484465,0.9051108880480543
89,22.110371898741697,173.6392292353613,35.30940260311057,77.87773876960537,1.5382757339279078,0.8846153846153846,-0.4188034188034188,0.08695652173913043,-0.9855072463768116,0.8957268038692356,-0.3670651953662126,0.11597133396831771,-0.9798446607330401,1.6244776032043808
90,34.244830530454536,70.26312627527618,13.836298419072119,30.68391737564591,1.1440728353771834,0.7076923076923077,0.9914529914529915,-0.41739130434782606,0.13768115942028986,0.7568004158672967,0.9922847810190022,-0.3883787125253244,0.18809415652620382,1.1726123278347707
91,89.5924667405873,85.99345580606462,59.91898545576989,113.52772659954724,1.189223337049424,0.46923076923076923,0.6837606837606838,0.6086956521739131,0.572463768115942,0.5098379673175059,0.6708082975335518,0.6136109591102825,0.572596093937124,1.2216611300242162
92,47.868928692703406,89.06722754309158,73.1972705422414,35.81543063141595,2.62924563359346,0.5538461538461539,0.9145299145299145,0.8347826086956521,-0.32608695652173914,0.6339657241055717,0.9127843110846137,0.8504448432977539,-0.28407548520237796,2.681270363690317
93,56.77997957829825,92.72743642425908,43.77802281057276,117.95950789705915,-0.4755852842809365,0.8846153846153846,-0.5384615384615384,-0.19130434782608696,0.6304347826086957,0.8987641016651048,-0.5352233044555893,-0.13742427152399572,0.6365609966049739,-0.41044447091945413
94,69.9988577239284,98.7727425237325,82.62367309520027,127.80163183491379,0.7364176885916017,0.8923076923076924,-0.452991452991453,0.8260869565217391,0.5289855072463768,0.9044578945680539,-0.43217307549515843,0.845279190181793,0.5290638001690429,0.7885002090856457
95,80.93034212601538,63.16133188820501,88.7637914307084,79.27577813442156,1.7614269788182833,0.9846153846153847,1.0,0.6173913043478261,0.8405797101449275,0.9628479192819754,0.9983326332261468,0.6265368995946694,0.8459243454989435,1.7417931066038483
96,22.006683878746763,133.29589884606847,17.787838964573194,32.88998537377435,2.2200297287253807,1.0,0.9316239316239316,-0.6173913043478261,-0.9057971014492754,0.9891760238222633,0.9287021349129985,-0.629101721617463,-0.9347523556126748,2.2235287927304737
97,1.4800280648661945,38.20038235659374,76.2282886988193,140.2643208246451,0.39873652917131164,-0.8384615384615385,0.1111111111111111,0.23478260869565218,-0.8913043478260869,-0.8615983434948091,0.13171290068585034,0.24097660124304382,-0.9126353983290478,0.4237265567631329
98,81.27641102313918,44.21682216075408,77.07798726222283,127.4665008013213,2.315235971757711,1.0,-0.042735042735042736,0.40869565217391307,-0.9492753623188406,0.9892803691179332,-0.04153002267097442,0.41115912109090147,-0.9723673016490364,2.3312767691868963
99,46.09673306059914,169.8457163184818,13.445390023875108,126.329972155798,0.07372723894463014,0.3923076923076923,-0.9316239316239316,0.6782608695652174,0.06521739130434782,0.4178244817284515,-0.9424460307424044,0.6794496612761879,0.05178712658675763,0.10304098567547729
100,36.53265186412207,164.68753359842637,77.29504469944831,59.13561445873816,0.6829059829059829,0.12307692307692308,0.7264957264957265,-1.0,-0.8333333333333334,0.147381557397369,0.7045608266045168,-0.9958606017126949,-0.856232479794805,0.712314262083996
101,58.3699050205526,98.46426423108642,55.777276474772684,171.60855383567795,1.1998513563730955,1.0,-0.6581196581196581,0.06086956521739131,-0.7971014492753623,0.9959076865242369,-0.6886419375357478,0.08065166595593803,-0.8318435082400701,1.2197609231844972
102,37.17029929932285,59.40715168795627,5.551668648976841,121.7174873830174,-0.3369379412857674,0.4153846153846154,-0.9914529914529915,-0.30434782608695654,-0.5434782608695652,0.4502969679247854,-0.9819401474173131,-0.30421538920582686,-0.568140682372245,-0.2677178863261094
103,24.86503413618979,72.02191905080929,73.69864287045023,125.19563662749701,0.26540319583797845,-0.14615384615384616,-0.9145299145299145,1.0,-0.32608695652173914,-0.1334191594867157,-0.9356831544720093,0.9982876843801121,-0.28146123506763404,0.2106466054890211
104,39.838416243432455,166.74098733761176,42.215640372156585,18.11302754893154,0.9361947231512449,1.0,0.7521367521367521,-0.3739130434782609,0.4420289855072464,0.996559070535239,0.7259654663544519,-0.3575417998224884,0.4579657624705333,0.9070169745966692
105,72.25811968853232,16.939498210411273,11.677486627217801,134.8571348021843,0.42166480862133027,-0.5230769230769231,-0.5726495726495726,0.9739130434782609,-0.5434782608695652,-0.517448635983465,-0.5764042231891154,0.983178412817157,-0.561574093115536,0.4508996467601125
106,79.20349454600766,84.23083756526552,36.889138080621585,102.83572156363812,-0.11601635079895944,0.06153846153846154,0.7094017094017094,-0.10434782608695652,0.782608695652174,0.09360939039817802,0.6786154760246715,-0.08164973684196619,0.7964268321523907,-0.10585170257150733
107,3.7102089019520514,149.02712582428325,79.43951478710817,160.6458924029349,-1.8286510590858418,-0.8538461538461538,0.717948717948718,-0.7652173913043478,0.927536231884058,-0.8784722025844829,0.6930416534279613,-0.7567124089626194,0.9188770797085132,-1.8610200378276542
108,66.5658308353957,107.94831430264986,89.51397822473218,66.07245651921318,2.3259754738015608,0.6230769230769231,1.0,0.782608695652174,0.07971014492753623,0.6959592351523751,0.999851704807695,0.800012833118367,0.10883711047953624,2.386986662598901
109,28.8194312950056,8.346682134937964,41.319215887548324,108.39732190733791,1.2922705314009664,0.8923076923076924,-0.9145299145299145,0.40869565217391307,-0.9057971014492754,0.9063109647363677,-0.9345513395304775,0.40761232036103073,-0.9390865771595531,1.318458522726474
110,87.3477672742551,92.25879434984115,56.09112063611649,131.43753395078224,0.5843552582683018,0.4153846153846154,0.03418803418803419,0.28695652173913044,0.15217391304347827,0.4615428041488939,0.03176779118082961,0.3034452786185822,0.2018048358570588,0.594951038091247
