pair_id,Bob_basis
495,-22.5
496,-22.5
497,-22.5
498,-22.5
499,22.5
500,-22.5
501,22.5
502,-22.5
503,22.5
504,22.5
505,-22.5
506,-22.5
507,-22.5
508,-22.5
509,22.5
510,-22.5
511,-22.5
512,-22.5
513,-22.5
514,-22.5
515,-22.5
516,22.5
517,-22.5
518,22.5
519,22.5
520,22.5
521,22.5
522,-22.5
523,-22.5
524,22.5
525,22.5
526,22.5
527,22.5
528,-22.5
529,-22.5
530,-22.5
531,-22.5
532,22.5
533,-22.5
534,-22.5
535,-22.5
536,22.5
537,-22.5
538,22.5
539,22.5
540,22.5
541,22.5
542,22.5
543,22.5
544,-22.5
545,-22.5
546,22.5
547,-22.5
548,-22.5
549,22.5
550,-22.5
551,-22.5
552,22.5
553,-22.5
554,22.5
555,22.5
556,-22.5
557,-22.5
558,-22.5
559,-22.5
560,-22.5
561,-22.5
562,22.5
563,-22.5
564,-22.5
565,-22.5
566,-22.5
567,-22.5
568,22.5
569,-22.5
570,-22.5
571,22.5
572,-22.5
573,-22.5
574,-22.5
575,-22.5
576,-22.5
577,22.5
578,22.5
579,-22.5
580,-22.5
581,-22.5
582,22.5
583,-22.5
584,-22.5
585,22.5
586,22.5
587,22.5
588,-22.5
589,22.5
590,22.5
591,22.5
592,22.5
593,22.5
594,22.5
595,-22.5
596,22.5
597,22.5
598,22.5
599,22.5
600,22.5
601,22.5
602,-22.5
603,22.5
604,-22.5
605,-22.5
606,22.5
607,-22.5
608,22.5
609,-22.5
610,22.5
611,-22.5
612,22.5
613,22.5
614,22.5
615,-22.5
616,-22.5
617,22.5
618,22.5
619,-22.5
620,-22.5
621,22.5
622,22.5
623,22.5
624,22.5
625,-22.5
626,-22.5
627,22.5
628,-22.5
629,22.5
630,-22.5
631,22.5
632,22.5
633,22.5
634,-22.5
635,22.5
636,22.5
637,-22.5
638,22.5
639,22.5
640,-22.5
641,-22.5
642,22.5
643,-22.5
644,22.5
645,22.5
646,-22.5
647,-22.5
648,22.5
649,22.5
650,-22.5
651,22.5
652,-22.5
653,22.5
654,-22.5
655,22.5
656,-22.5
657,-22.5
658,22.5
659,-22.5
660,-22.5
661,-22.5
662,-22.5
663,-22.5
664,22.5
665,22.5
666,22.5
667,-22.5
668,22.5
669,22.5
670,22.5
671,-22.5
672,-22.5
673,-22.5
674,22.5
675,-22.5
676,22.5
677,-22.5
678,-22.5
679,22.5
680,-22.5
681,-22.5
682,22.5
683,-22.5
684,22.5
685,22.5
686,-22.5
687,22.5
688,-22.5
689,22.5
690,-22.5
691,22.5
692,-22.5
693,22.5
694,-22.5
695,-22.5
696,-22.5
697,-22.5
698,-22.5
699,22.5
700,22.5
701,22.5
702,22.5
703,-22.5
704,22.5
705,-22.5
706,-22.5
707,-22.5
708,22.5
709,-22.5
710,-22.5
711,22.5
712,22.5
713,-22.5
714,-22.5
715,22.5
716,22.5
717,-22.5
718,-22.5
719,22.5
720,-22.5
721,22.5
722,22.5
723,22.5
724,22.5
725,22.5
726,22.5
727,-22.5
728,22.5
729,-22.5
730,-22.5
731,-22.5
732,22.5
733,22.5
734,-22.5
735,22.5
736,-22.5
737,-22.5
738,-22.5
739,22.5
740,22.5
741,22.5
742,-22.5
743,22.5
744,-22.5
745,22.5
746,-22.5
747,22.5
748,22.5
749,-22.5
750,-22.5
751,-22.5
752,22.5
753,22.5
754,-22.5
755,-22.5
756,-22.5
757,-22.5
758,-22.5
759,-22.5
760,-22.5
761,-22.5
762,-22.5
763,-22.5
764,22.5
765,22.5
766,22.5
767,-22.5
768,-22.5
769,22.5
770,22.5
771,-22.5
772,-22.5
773,22.5
774,-22.5
775,22.5
776,22.5
777,-22.5
778,-22.5
779,-22.5
780,-22.5
781,-22.5
782,22.5
783,-22.5
784,22.5
785,22.5
786,-22.5
787,-22.5
788,22.5
789,-22.5
790,22.5
791,22.5
792,22.5
793,-22.5
794,22.5
795,22.5
796,-22.5
797,-22.5
798,-22.5
799,-22.5
800,-22.5
801,22.5
802,-22.5
803,22.5
804,-22.5
805,-22.5
806,-22.5
807,22.5
808,22.5
809,-22.5
810,22.5
811,22.5
812,-22.5
813,22.5
814,22.5
815,-22.5
816,-22.5
817,-22.5
818,22.5
819,-22.5
820,-22.5
821,22.5
822,-22.5
823,22.5
824,-22.5
825,-22.5
826,-22.5
827,22.5
828,-22.5
829,-22.5
830,-22.5
831,-22.5
832,22.5
833,22.5
834,22.5
835,22.5
836,22.5
837,22.5
838,22.5
839,-22.5
840,22.5
841,22.5
842,22.5
843,22.5
844,-22.5
845,-22.5
846,-22.5
847,-22.5
848,22.5
849,22.5
850,22.5
851,22.5
852,-22.5
853,22.5
854,22.5
855,22.5
856,22.5
857,22.5
858,-22.5
859,-22.5
860,22.5
861,-22.5
862,22.5
863,22.5
864,22.5
865,-22.5
866,22.5
867,22.5
868,22.5
869,22.5
870,-22.5
871,22.5
872,22.5
873,-22.5
874,-22.5
875,-22.5
876,-22.5
877,22.5
878,22.5
879,-22.5
880,22.5
881,-22.5
882,22.5
883,-22.5
884,22.5
885,-22.5
886,-22.5
887,22.5
888,-22.5
889,-22.5
890,22.5
891,-22.5
892,22.5
893,-22.5
894,22.5
895,22.5
896,-22.5
897,-22.5
898,22.5
899,22.5
900,-22.5
901,-22.5
902,22.5
903,22.5
904,22.5
905,-22.5
906,-22.5
907,22.5
908,22.5
909,-22.5
910,22.5
911,22.5
912,22.5
913,-22.5
914,-22.5
915,-22.5
916,22.5
917,22.5
918,22.5
919,22.5
920,22.5
921,22.5
922,-22.5
923,-22.5
924,22.5
925,-22.5
926,22.5
927,-22.5
928,-22.5
929,22.5
930,22.5
931,-22.5
932,-22.5
933,22.5
934,-22.5
935,22.5
936,22.5
937,-22.5
938,-22.5
939,22.5
940,-22.5
941,22.5
942,-22.5
943,22.5
944,22.5
945,22.5
946,22.5
947,-22.5
948,-22.5
949,-22.5
950,22.5
951,22.5
952,22.5
953,-22.5
954,22.5
955,22.5
956,-22.5
957,-22.5
958,-22.5
959,22.5
960,-22.5
961,22.5
962,-22.5
963,-22.5
964,-22.5
965,-22.5
966,22.5
967,-22.5
968,22.5
969,22.5
970,-22.5
971,-22.5
972,-22.5
973,22.5
974,22.5
975,22.5
976,-22.5
977,22.5
978,-22.5
979,-22.5
980,22.5
981,-22.5
982,-22.5
983,22.5
984,-22.5
985,-22.5
986,-22.5
987,22.5
988,22.5
989,-22.5
990,22.5
991,-22.5
992,22.5
993,-22.5
994,-22.5
995,-22.5
996,-22.5
997,-22.5
998,-22.5
999,-22.5
